the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000D133A2B970F554C07BD89E683DBA4140,237161,0101000020110F0000A6A9D9C2DECC61C107B9AFB9D71E5041,237134,>1m <=5m,ATBI DATABASE,,1446953222000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,242707,3927196,35.454992,-83.835001,Lake Cheoah-Little Tennessee River,,1753.150391,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446953222000,GRSM,UNR,,10,,,Fairfax/Old Payne (Palmer) Access,Payne Cemetery Access Road,Valid,Phyciodes_tharos,Phyciodes  tharos,30784,Pearl Crescent,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1089072000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E6100000F9EB5FA316F154C04CD8A11BD3BD4140,237194,0101000020110F000043BD15912CC961C176DD8BB794225041,237164,>1m <=5m,ATBI DATABASE,,1446953239000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,248967,3930128,35.482998,-83.767003,Eagle Creek,,2170.726807,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446953239000,GRSM,UNR,,4,,,Lakeshore Trail,Lakeview Drive West,Valid,Phyciodes_tharos,Phyciodes  tharos,30784,Pearl Crescent,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1086134400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E6100000EEFC0DA0C0F254C0356CB62785BB4140,237175,0101000020110F0000E46D8F5B96CA61C1450B65772D205041,237148,>1m <=5m,ATBI DATABASE,,1446953230000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,246551,3928197,35.464994,-83.793003,Eagle Creek,,1780.596191,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446953230000,GRSM,UNR,,5,,,Lakeshore Trail,Lakeview Drive West,Valid,Phyciodes_tharos,Phyciodes  tharos,30784,Pearl Crescent,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1089331200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E61000002F9706DEC6F354C0E4D3EC4C64BB4140,237171,0101000020110F0000FD88761475CB61C15909FB340B205041,237144,>1m <=5m,ATBI DATABASE,,1446953228000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,245095,3928127,35.463992,-83.809009,Lower Fontana Lake-Little Tennessee River,,2048.250488,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446953228000,GRSM,UNR,,1,,,Lakeshore Trail,Lakeview Drive West,Valid,Phyciodes_tharos,Phyciodes  tharos,30784,Pearl Crescent,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1086048000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E6100000299081EBF3ED54C083605D2E85BB4140,237202,0101000020110F0000910F61D182C661C1EDD2547E2D205041,237170,>1m <=5m,ATBI DATABASE,,1446953243000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253358,3928007,35.464995,-83.718009,Hazel Creek,Laurel Branch,1839.779175,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446953243000,GRSM,UNR,,6,,,Lakeshore Trail,Lakeview Drive West,Valid,Phyciodes_tharos,Phyciodes  tharos,30784,Pearl Crescent,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1086307200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E61000000D73014987EE54C00A95C9BA49BC4140,237198,0101000020110F0000CE63A8F9FFC661C18EF17474FA205041,237168,>1m <=5m,ATBI DATABASE,,1446953242000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,252560,3928695,35.470993,-83.727003,Hazel Creek,Hazel Creek,1695.825562,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446953242000,GRSM,UNR,,4,,,Hazel Creek Trail,Lakeview Drive West,Valid,Phyciodes_tharos,Phyciodes  tharos,30784,Pearl Crescent,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1087344000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E6100000B76E85DB1AEF54C0319B7C8A0EBD4140,237197,0101000020110F00004681F64E7DC761C1F315A9B4C7215041,237167,>1m <=5m,ATBI DATABASE,,1446953241000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,251761,3929384,35.476999,-83.73601,Hazel Creek,Shehan Branch,1865.761719,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446953241000,GRSM,UNR,,7,,,Lakeshore Trail,Lakeview Drive West,Valid,Phyciodes_tharos,Phyciodes  tharos,30784,Pearl Crescent,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1089244800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E61000000D256F8DE3ED54C015FF92BC49BC4140,237203,0101000020110F0000D0EDBFEA74C661C152F45176FA205041,237171,>1m <=5m,ATBI DATABASE,,1446953243000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253467,3928670,35.470993,-83.71701,Hazel Creek,Hazel Creek,1762.758789,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446953243000,GRSM,UNR,,6,,,Hazel Creek Trail,Lakeview Drive West,Valid,Phyciodes_tharos,Phyciodes  tharos,30784,Pearl Crescent,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1088035200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E6100000C907DF2954DF54C0D240AD1B4FBA4140,237223,0101000020110F0000AEC5913E17BA61C13141F02DEA1E5041,237191,>1m <=5m,ATBI DATABASE,,1446953255000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,274071,3926410,35.455532,-83.489508,Fontana Lake-Tuckasegee River,Middle Peachtree Creek,2166.862793,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446953255000,GRSM,UNR,,8,,,Conner @ Hickory Flats Cemetery Access,Lakeview Drive East,Valid,Phyciodes_tharos,Phyciodes  tharos,30784,Pearl Crescent,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-1375833600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000003E690E34B2CD54C03C4546BB95E34140,237249,0101000020110F000042805D891DAB61C127EC9D93094A5041,237216,>1m <=5m,ATBI DATABASE,,1446953271000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299884,3961587,35.778,-83.213998,Cosby Creek,Cosby Creek,1742.802612,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446953271000,GRSM,UNR,,6,,,Tritt Cemetery Access Trail,Cosby Government Quarters / Ranger Station Access Road,Valid,Phyciodes_tharos,Phyciodes  tharos,30784,Pearl Crescent,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,957916800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000453AAE6C3DCA54C03D7E693D7BE44140,237251,0101000020110F00006220FA172EA861C1520453D9F94A5041,237218,>1m <=5m,ATBI DATABASE,,1446953272000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,304783,3962255,35.785004,-83.159995,Pigeon River-Cripple Creek,,2422.003906,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446953272000,GRSM,UNR,,5,,,Lower Mount Cammerer Trail,Cosby Entrance Road,Valid,Phyciodes_tharos,Phyciodes  tharos,30784,Pearl Crescent,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,958003200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
