the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000D133A2B970F554C07BD89E683DBA4140,231166,0101000020110F0000A6A9D9C2DECC61C107B9AFB9D71E5041,231055,>1m <=5m,ATBI DATABASE,,1446949722000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,242707,3927196,35.454992,-83.835001,Lake Cheoah-Little Tennessee River,,1753.150391,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446949722000,GRSM,UNR,,10,,,Fairfax/Old Payne (Palmer) Access,Payne Cemetery Access Road,Valid,Papilio_glaucus,Papilio  glaucus,28683,Tiger Swallowtail,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1089072000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Papilionidae,Papilioninae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E6100000F9EB5FA316F154C04CD8A11BD3BD4140,230629,0101000020110F000043BD15912CC961C176DD8BB794225041,231073,>1m <=5m,ATBI DATABASE,,1446949732000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,248967,3930128,35.482998,-83.767003,Eagle Creek,,2170.726807,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446949732000,GRSM,UNR,,4,,,Lakeshore Trail,Lakeview Drive West,Valid,Papilio_glaucus,Papilio  glaucus,28683,Tiger Swallowtail,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1086134400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Papilionidae,Papilioninae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E61000004EC71FE98CF154C0B55A317AF3BD4140,231183,0101000020110F00004DAEFC0391C961C1A5C5767AB6225041,231071,>1m <=5m,ATBI DATABASE,,1446949731000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,248315,3930256,35.483986,-83.774221,Eagle Creek,Eagle Creek,1708.567383,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446949731000,GRSM,UNR,,5,,,Lakeshore Trail,Lakeview Drive West,Valid,Papilio_glaucus,Papilio  glaucus,28683,Tiger Swallowtail,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1244592000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Papilionidae,Papilioninae,~,aerial net,No,day,cert,Tremont Expeditions
0101000020E61000000193E451DBF154C0E287014D2FBD4140,231182,0101000020110F000066BBCB9BD3C961C158EC2EDFE9215041,231070,>1m <=5m,ATBI DATABASE,,1446949730000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,247862,3929604,35.477999,-83.779007,Eagle Creek,Eagle Creek,1715.650391,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446949730000,GRSM,UNR,,2,,,Lake Shore Trail low water access,Lakeview Drive West,Valid,Papilio_glaucus,Papilio  glaucus,28683,Tiger Swallowtail,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1087257600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Papilionidae,Papilioninae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E6100000EEFC0DA0C0F254C0356CB62785BB4140,231175,0101000020110F0000E46D8F5B96CA61C1450B65772D205041,231064,>1m <=5m,ATBI DATABASE,,1446949727000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,246551,3928197,35.464994,-83.793003,Eagle Creek,,1780.596191,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446949727000,GRSM,UNR,,5,,,Lakeshore Trail,Lakeview Drive West,Valid,Papilio_glaucus,Papilio  glaucus,28683,Tiger Swallowtail,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1089331200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Papilionidae,Papilioninae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E61000002F9706DEC6F354C0E4D3EC4C64BB4140,231172,0101000020110F0000FD88761475CB61C15909FB340B205041,231061,>1m <=5m,ATBI DATABASE,,1446949725000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,245095,3928127,35.463992,-83.809009,Lower Fontana Lake-Little Tennessee River,,2048.250488,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446949725000,GRSM,UNR,,1,,,Lakeshore Trail,Lakeview Drive West,Valid,Papilio_glaucus,Papilio  glaucus,28683,Tiger Swallowtail,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1086048000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Papilionidae,Papilioninae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E6100000299081EBF3ED54C083605D2E85BB4140,231192,0101000020110F0000910F61D182C661C1EDD2547E2D205041,231081,>1m <=5m,ATBI DATABASE,,1446949736000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253358,3928007,35.464995,-83.718009,Hazel Creek,Laurel Branch,1839.779175,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446949736000,GRSM,UNR,,6,,,Lakeshore Trail,Lakeview Drive West,Valid,Papilio_glaucus,Papilio  glaucus,28683,Tiger Swallowtail,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1086307200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Papilionidae,Papilioninae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E610000089ACD5218EEE54C0F1A9BF0569BC4140,231189,0101000020110F0000C90356CA05C761C1F27FAC161B215041,231078,>1m <=5m,ATBI DATABASE,,1446949735000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,252525,3928802,35.471948,-83.727421,Hazel Creek,Hazel Creek,1801.020264,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446949735000,GRSM,UNR,,5,,,Hazel Creek Trail,Lakeview Drive West,Valid,Papilio_glaucus,Papilio  glaucus,28683,Tiger Swallowtail,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1276128000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Papilionidae,Papilioninae,~,aerial net,No,day,cert,Tremont Expeditions
0101000020E61000000D73014987EE54C00A95C9BA49BC4140,231190,0101000020110F0000CE63A8F9FFC661C18EF17474FA205041,231079,>1m <=5m,ATBI DATABASE,,1446949735000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,252560,3928695,35.470993,-83.727003,Hazel Creek,Hazel Creek,1695.825562,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446949735000,GRSM,UNR,,4,,,Hazel Creek Trail,Lakeview Drive West,Valid,Papilio_glaucus,Papilio  glaucus,28683,Tiger Swallowtail,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1087344000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Papilionidae,Papilioninae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E6100000B76E85DB1AEF54C0319B7C8A0EBD4140,231188,0101000020110F00004681F64E7DC761C1F315A9B4C7215041,231077,>1m <=5m,ATBI DATABASE,,1446949734000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,251761,3929384,35.476999,-83.73601,Hazel Creek,Shehan Branch,1865.761719,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446949734000,GRSM,UNR,,7,,,Lakeshore Trail,Lakeview Drive West,Valid,Papilio_glaucus,Papilio  glaucus,28683,Tiger Swallowtail,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1089244800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Papilionidae,Papilioninae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E61000000D256F8DE3ED54C015FF92BC49BC4140,231193,0101000020110F0000D0EDBFEA74C661C152F45176FA205041,231082,>1m <=5m,ATBI DATABASE,,1446949737000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253467,3928670,35.470993,-83.71701,Hazel Creek,Hazel Creek,1762.758789,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446949737000,GRSM,UNR,,6,,,Hazel Creek Trail,Lakeview Drive West,Valid,Papilio_glaucus,Papilio  glaucus,28683,Tiger Swallowtail,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1088035200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Papilionidae,Papilioninae,~,by hand,No,day,cert,Northshore Road EIS
