the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000065C2092E31F854C0832C840F84BB4140,192811,0101000020110F0000EC31030E35CF61C1785137532C205041,192508,>1m <=5m,ATBI DATABASE,,1446927719000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,238836,3928415,35.464961,-83.877998,Lake Cheoah-Little Tennessee River,,1648.739624,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446927719000,GRSM,UNR,,7,,,Twentymile Trail,Twenty Mile Ranger Station Parking # 1,Valid,Isoperla_holochlora,Isoperla  holochlora,19654,Pale Stripetail,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1179360000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Plecoptera, ,Systellognatha, , ,Perlodidae,Isoperlinae,~,by hand,No, ,cert,EPT DNA Barcoding
0101000020E610000026F8FAE8C1F754C0C66F502336BC4140,192815,0101000020110F0000A3DAA48DD6CE61C16B392106E6205041,192512,>1m <=5m,ATBI DATABASE,,1446927721000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239470,3929000,35.470395,-83.871206,Lake Cheoah-Little Tennessee River,Twentymile Creek,1430.253174,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446927721000,GRSM,UNR,,4,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Isoperla_holochlora,Isoperla  holochlora,19654,Pale Stripetail,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,930096000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Plecoptera, ,Systellognatha, , ,Perlodidae,Isoperlinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E61000008FC8A2A911EE54C02410F5E338BC4140,192870,0101000020110F0000CEDB0F149CC661C1AFC5F4E4E8205041,192567,>1m <=5m,ATBI DATABASE,,1446927751000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253210,3928620,35.470479,-83.719824,Hazel Creek,Hazel Creek,1911.231934,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446927751000,GRSM,UNR,,6,,,Lakeshore Trail,Lakeview Drive West,Valid,Isoperla_holochlora,Isoperla  holochlora,19654,Pale Stripetail,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1065484800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Plecoptera, ,Systellognatha, , ,Perlodidae,Isoperlinae,~,unspecified,No,day,cert,Inventory & Monitoring
0101000020E6100000BB6D076C6CEE54C0AF6FD3EB8BBC4140,192866,0101000020110F0000B8120A29E9C661C12182AD7B3F215041,192564,>1m <=5m,ATBI DATABASE,,1446927749000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,252715,3928915,35.473013,-83.725363,Hazel Creek,Hazel Creek,1842.874512,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446927749000,GRSM,UNR,,6,,,Hazel Creek Trail,Lakeview Drive West,Valid,Isoperla_holochlora,Isoperla  holochlora,19654,Pale Stripetail,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,770860800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Plecoptera, ,Systellognatha, , ,Perlodidae,Isoperlinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000AA49DEA318E454C0B5E2F91E8BBB4140,192906,0101000020110F00006DDFA7CB23BE61C182ECF8AF33205041,192601,>1m <=5m,ATBI DATABASE,,1446927774000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,267337,3927653,35.465176,-83.564,Forney Creek,,1817.035645,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446927774000,GRSM,UNR,,6,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Isoperla_holochlora,Isoperla  holochlora,19654,Pale Stripetail,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,770860800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Plecoptera, ,Systellognatha, , ,Perlodidae,Isoperlinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E610000059109D0D75E454C0927FE79034BC4140,192904,0101000020110F0000FBAA2F4872BE61C179A87B62E4205041,192599,>1m <=5m,ATBI DATABASE,,1446927772000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,266840,3928240,35.470347,-83.56964,Forney Creek,Bear Creek,2050.530518,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446927772000,GRSM,UNR,,7,,,Bear Creek Trail,Lakeview Drive East Parking #4,Valid,Isoperla_holochlora,Isoperla  holochlora,19654,Pale Stripetail,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,770860800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Plecoptera, ,Systellognatha, , ,Perlodidae,Isoperlinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E610000085D2450DDDDE54C093C9BD8188B94140,192929,0101000020110F0000692A3215B2B961C12122041E1B1E5041,192624,>1m <=5m,ATBI DATABASE,,1446927789000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,274714,3925721,35.449472,-83.482238,Fontana Lake-Tuckasegee River,Peachtree Creek,2046.831177,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446927789000,GRSM,UNR,,7,,,Conner @ Hickory Flats Cemetery Access,Lakeview Drive East,Valid,Isoperla_holochlora,Isoperla  holochlora,19654,Pale Stripetail,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,872553600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Plecoptera, ,Systellognatha, , ,Perlodidae,Isoperlinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000C1CA8F629ADB54C074F90C3169BC4140,192944,0101000020110F0000555B3233EDB661C19CDDD4431B215041,192639,>1m <=5m,ATBI DATABASE,,1446927798000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,279400,3928100,35.471953,-83.431294,Deep Creek,Deep Creek,2085.309082,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446927798000,GRSM,UNR,,7,,,Deep Creek Horse Trail,Tom Branch Road,Valid,Isoperla_holochlora,Isoperla  holochlora,19654,Pale Stripetail,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,869443200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Plecoptera, ,Systellognatha, , ,Perlodidae,Isoperlinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000C6E7AE224CDB54C0DB36740940BC4140,192945,0101000020110F00003EB41DBEAAB661C1BC98D258F0205041,192640,>1m <=5m,ATBI DATABASE,,1446927799000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,279830,3927950,35.470697,-83.426518,Deep Creek,Deep Creek,2110.923828,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446927799000,GRSM,UNR,,5,,,Deep Creek Trail,Tom Branch Road,Valid,Isoperla_holochlora,Isoperla  holochlora,19654,Pale Stripetail,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,872035200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Plecoptera, ,Systellognatha, , ,Perlodidae,Isoperlinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000C57BC7E93EDB54C0D53A11C771BE4140,192947,0101000020110F0000DEE550839FB661C18EE1CD363A235041,192642,>1m <=5m,ATBI DATABASE,,1446927800000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,279950,3929850,35.48784,-83.425711,Deep Creek,Deep Creek,2083.899658,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446927800000,GRSM,UNR,,5,,,Deep Creek Trail,Tom Branch Road,Valid,Isoperla_holochlora,Isoperla  holochlora,19654,Pale Stripetail,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,869529600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Plecoptera, ,Systellognatha, , ,Perlodidae,Isoperlinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E61000004D6BB515A8D654C061EE3733AAE14140,192953,0101000020110F0000CC3B17BBB9B261C16510431007485041,192648,>1m <=5m,ATBI DATABASE,,1446927804000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,287187,3960218,35.763,-83.354005,Webb Creek,Warden Branch,1528.995361,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446927804000,GRSM,UNR,,4,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Isoperla_holochlora,Isoperla  holochlora,19654,Pale Stripetail,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,771638400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Plecoptera, ,Systellognatha, , ,Perlodidae,Isoperlinae,~,by hand,No,year,cert,Foothills Parkway Sec 8B
