the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000310E1ACCCFFB54C0FD8DDA2AECBF4140,104440,0101000020110F00008CC5FD0748D261C131790AEDC4245041,103918,>1m <=5m,ATBI DATABASE,,1446881951000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,233816,3932386,35.499388,-83.934554,Chilhowee Lake,Parson Branch,1353.338135,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446881951000,GRSM,UNR,,3,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1316908800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E6100000AD56B9F207F454C0CBF8267602BB4140,104446,0101000020110F0000D936665AACCB61C1592CE92FA51F5041,103924,>1m <=5m,ATBI DATABASE,,1446881954000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,244725,3927806,35.461006,-83.812981,Lake Cheoah-Little Tennessee River,,1913.606812,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446881954000,GRSM,UNR,,7,,,Appalachian Trail,Payne Cemetery Access Road,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1121990400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,Winkler extraction, ,day,cert,ATBI Ants
0101000020E6100000573E9601D1F754C0822858161EBC4140,104444,0101000020110F0000B302DB5FE3CE61C171AC75F1CC205041,103922,>1m <=5m,ATBI DATABASE,,1446881953000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239384,3928921,35.469661,-83.872128,Lake Cheoah-Little Tennessee River,Twentymile Creek,1484.013794,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446881953000,GRSM,UNR,,8,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1312070400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E61000003B419864CFF754C0B97C30985BBC4140,104445,0101000020110F000026E51901E2CE61C18517CF150D215041,103923,>1m <=5m,ATBI DATABASE,,1446881954000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239399,3929129,35.471538,-83.872029,Lake Cheoah-Little Tennessee River,Moore Springs Branch,1544.624756,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446881954000,GRSM,UNR,,4,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1122249600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,Winkler extraction, ,day,cert,ATBI Ants
0101000020E6100000C2D6790FE8E254C06AEC99C54EBB4140,104462,0101000020110F0000AEABAD1D21BD61C17F6710C2F41F5041,103940,>1m <=5m,ATBI DATABASE,,1446881964000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,269019,3927405,35.463335,-83.54541,Fontana Lake-Tuckasegee River,,2395.842529,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446881964000,GRSM,UNR,,6,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1119139200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,Winkler extraction, ,day,cert,ATBI Ants
0101000020E61000009E0B076839D454C0174B6F9191E04140,104488,0101000020110F000059B0CBE3A8B061C13346A45AE1465041,103966,>1m <=5m,ATBI DATABASE,,1446881979000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,290601,3959186,35.754435,-83.316,Webb Creek,Texas Creek,2073.445801,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446881979000,GRSM,UNR,,6,,,Old Settlers Trail,Ramsey Cascades Trailhead Parking,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1249689600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,baiting, , ,cert,ATBI Ants
0101000020E6100000BE2F03D56CD054C0598DC28112E24140,104492,0101000020110F00003C04D7E16EAD61C1CB73353D74485041,103970,>1m <=5m,ATBI DATABASE,,1446881982000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,295999,3960364,35.766183,-83.256639,Cosby Creek,Cricket Branch,2208.603516,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446881982000,GRSM,UNR,,6,,,Maddron Bald Trail,Cosby Entrance Road,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1248307200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,baiting, , ,cert,ATBI Ants
0101000020E610000039EDFC4A03D254C0B1C75DE7D3E14140,104491,0101000020110F0000B7FEE916C8AE61C1CE499CB632485041,103969,>1m <=5m,ATBI DATABASE,,1446881981000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,293751,3960204,35.764272,-83.281447,East Fork Dunn Creek,Ogle Spring Branch,2055.864746,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446881981000,GRSM,UNR,,5,,,Old Settlers Trail,Foothills Parkway Section 8a,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1247097600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,baiting, , ,cert,ATBI Ants
0101000020E6100000C1BCA21C0BD254C03BDD49A963E14140,104490,0101000020110F0000F5FFE9BACEAE61C17E8F113CBD475041,103968,>1m <=5m,ATBI DATABASE,,1446881980000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,293699,3959825,35.760847,-83.281924,East Fork Dunn Creek,Dunn Creek,2163.474121,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446881980000,GRSM,UNR,,6,,,Old Settlers Trail,Foothills Parkway Section 8a,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1246492800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,baiting, , ,cert,ATBI Ants
0101000020E6100000E3ACB8D35ED354C0F4EC35EE61E14140,104489,0101000020110F0000A7571640EFAF61C136BA546CBB475041,103967,>1m <=5m,ATBI DATABASE,,1446881980000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,291824,3959863,35.760794,-83.302659,Webb Creek,,1940.912109,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446881980000,GRSM,UNR,,6,,,Old Settlers Trail,Foothills Parkway Section 8a,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1248652800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,baiting, , ,cert,ATBI Ants
0101000020E61000009D251A9A4ECF54C054AB17927FE24140,104493,0101000020110F000060806FC97BAC61C18374FC65E6485041,103971,>1m <=5m,ATBI DATABASE,,1446881982000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,297587,3960697,35.769511,-83.239169,Cosby Creek,,1917.876587,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446881982000,GRSM,UNR,,7,,,Gabes Mountain Trail,Cosby Entrance Road,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1249430400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,baiting, , ,cert,ATBI Ants
