the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000003E690E34B2CD54C03C4546BB95E34140,234607,0101000020110F000042805D891DAB61C127EC9D93094A5041,234579,>1m <=5m,ATBI DATABASE,,1446951742000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299884,3961587,35.778,-83.213998,Cosby Creek,Cosby Creek,1742.802612,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446951742000,GRSM,UNR,,6,,,Tritt Cemetery Access Trail,Cosby Government Quarters / Ranger Station Access Road,Valid,Peridroma_saucia,Peridroma  saucia,29768,Variegated Cutworm,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993427200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Noctuinae,~,unspecified, ,week,cert,ATBI Lepidoptera TWIG
0101000020E61000002D552FE0A1CD54C0F33F4FBCB0E14140,234608,0101000020110F0000582E66AB0FAB61C1956F6AE70D485041,234580,>1m <=5m,ATBI DATABASE,,1446951742000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299937,3959943,35.763199,-83.213001,Cosby Creek,Fletcher Spring Branch,2035.18103,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446951742000,GRSM,UNR,,6,,,Gabes Mountain Trail,Cosby Entrance Road,Valid,Peridroma_saucia,Peridroma  saucia,29768,Variegated Cutworm,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993168000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Noctuinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000005FE1185AC1C654C0E62127E17CD94140,234612,0101000020110F0000F1D0C47438A561C1CCC46FF4783F5041,234584,>1m <=5m,ATBI DATABASE,,1446951744000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309500,3952620,35.699117,-83.105547,Lower Cataloochee Creek,,4020.623291,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446951744000,GRSM,UNR,,6,,,Long Bunk Trail,Old Cataloochee Turnpike,Valid,Peridroma_saucia,Peridroma  saucia,29768,Variegated Cutworm,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,616809600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Noctuinae,~,black light trap,No, ,cert,Lepidoptera Survey
0101000020E6100000B9556BBC0FCD54C0C33528AEEBDF4140,234609,0101000020110F00004929938D93AA61C1905930C033465041,234581,>1m <=5m,ATBI DATABASE,,1446951743000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300709,3958391,35.749373,-83.204081,Cosby Creek,Cosby Creek,2450.387451,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446951743000,GRSM,UNR,,3,,,Low Gap Trail Access,Cosby Campground Road B,Valid,Peridroma_saucia,Peridroma  saucia,29768,Variegated Cutworm,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993168000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Noctuinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000000AA4103D33C354C082303142AAD14140,234648,0101000020110F0000454D1C7F33A261C1DFDB8D614B375041,234620,>1m <=5m,ATBI DATABASE,,1446951762000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,314385,3945734,35.638002,-83.049998,Lower Cataloochee Creek,Winding Stair Branch,3749.368652,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446951762000,GRSM,UNR,,9,,,Cataloochee Divide Trail,Old Cataloochee Turnpike,Valid,Peridroma_saucia,Peridroma  saucia,29768,Variegated Cutworm,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,607737600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Noctuinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000C937B3A7CEC754C0C476ED8EA9CE4140,234610,0101000020110F00008AD0E42C1DA661C1D46CB43128345041,234582,>1m <=5m,ATBI DATABASE,,1446951743000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307810,3943270,35.614543,-83.121984,Upper Cataloochee Creek,Rough Fork,2843.140869,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446951743000,GRSM,UNR,,5,,,Rough Fork Trail,Cataloochee Entrance Road,Valid,Peridroma_saucia,Peridroma  saucia,29768,Variegated Cutworm,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,607737600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Noctuinae,~,black light trap,No, ,cert,Lepidoptera Survey
0101000020E61000008D94442EACC454C037E70A3D02CB4140,234642,0101000020110F00008A1D37A273A361C1C551E73A57305041,234614,>1m <=5m,ATBI DATABASE,,1446951759000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312180,3940009,35.585999,-83.073005,Lower Johnathans Creek,,4917.642578,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446951759000,GRSM,UNR,,7,,,Science Center Trail,The Purchase Road (closed Winter),Valid,Peridroma_saucia,Peridroma  saucia,29768,Variegated Cutworm,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Noctuinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000B5EF24FEB5C454C04C7A66E9CDCA4140,234622,0101000020110F0000ED7D8DF77BA361C1A4B2779520305041,234594,>1m <=5m,ATBI DATABASE,,1446951749000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312122,3939833,35.584402,-83.073604,Lower Johnathans Creek,,4819.37207,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446951749000,GRSM,UNR,,6,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Peridroma_saucia,Peridroma  saucia,29768,Variegated Cutworm,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,988243200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Noctuinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000789EB5C4B2C454C05B48EF44DECA4140,234624,0101000020110F000043B9823A79A361C1EE2B98AA31305041,234596,>1m <=5m,ATBI DATABASE,,1446951750000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312141,3939888,35.584901,-83.073407,Lower Johnathans Creek,,4863.807617,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446951750000,GRSM,UNR,,7,,,Science Center Trail,The Purchase Road (closed Winter),Valid,Peridroma_saucia,Peridroma  saucia,29768,Variegated Cutworm,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1059609600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Noctuinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000C1BB9F2AB1C454C0C4649D36D2CA4140,234630,0101000020110F0000439339DE77A361C1BB4A7C1325305041,234602,>1m <=5m,ATBI DATABASE,,1446951753000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312149,3939847,35.584533,-83.073309,Lower Johnathans Creek,,4827.102051,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446951753000,GRSM,UNR,,7,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Peridroma_saucia,Peridroma  saucia,29768,Variegated Cutworm,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1060992000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Noctuinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000B6BC0068A5C454C0E44873ADFBCA4140,234646,0101000020110F000082B04DE16DA361C18717D86050305041,234618,>1m <=5m,ATBI DATABASE,,1446951761000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312217,3939986,35.585799,-83.072592,Lower Johnathans Creek,,4887.189453,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446951761000,GRSM,UNR,,6,,,Science Center Trail,The Purchase Road (closed Winter),Valid,Peridroma_saucia,Peridroma  saucia,29768,Variegated Cutworm,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1059696000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Noctuinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
